Recom1,Recom2,Recom3,Recom4,Recom5
12.5,27.1,1.6,35.9,30.9
11.9,1.6,10.3,,
13.5,8.7,1.6,,
13.5,1.6,1.9,,
13.9,5.7,1.9,,
27.7,26.4,46.5,3.7,3.5
3.9,1.7,3.1,,
13.5,13.5,1.7,,
39.4,27.3,39.4,16.9,
30.2,29.2,25.9,3.7,17.9
6.4,1.8,1.8,1.8,
1.7,4.2,Sem Foto,,
2.5,2.5,2.5,1.7,
46.5,3.9,1.7,Sem Foto,
37.6,37.6,35.9,29.9,
28.1,27.1,30.9,35.9,
17.9,10.9,12.9,6.6,
1.7,3.1,1.9,,
24.9,1.7,Sem Foto,,
37.6,26.9,23.9,,
13.5,14.9,7.4,1.9,
24.9,3.1,2.6,4.5,
34.3,15.0,6.6,3.9,
27.7,39.4,27.3,2.5,
28.1,27.1,27.1,35.9,
7.4,3.9,5.3,1.5,
1.7,4.2,Sem Foto,,
13.5,6.3,3.9,1.7,
13.5,1.7,4.2,Sem Foto,
40.5,37.6,38.4,10.9,24.9
13.5,3.1,1.9,,
3.7,3.5,5.9,,
3.7,5.9,38.9,,
29.2,26.8,25.9,,
9.0,2.5,2.5,2.5,
39.4,27.3,39.4,,
6.4,14.0,13.5,14.5,8.3
39.4,27.3,39.4,,
41.5,28.9,27.7,26.4,
42.1,1.5,1.7,,
1.8,1.8,1.8,1.8,
24.9,11.9,2.5,2.5,
14.0,14.5,11.9,3.1,3.1
11.9,11.9,10.45,,
26.4,21.5,38.9,,
3.0,3.0,38.9,,
37.9,28.4,1.8,1.8,
1.7,4.2,Sem Foto,,
5.3,1.5,1.9,8.2,13.9
13.5,34.1,13.5,9.9,38.9
2.5,2.5,3.1,1.9,
24.9,13.5,13.5,14.9,13.5
39.4,13.5,24.9,16.6,1.9
28.9,28.1,27.1,,
10.7,3.7,1.8,1.8,1.8
3.7,3.5,5.9,,
Sem Foto,11.9,7.4,1.9,5.3
2.5,1.6,2.5,,
3.0,3.0,1.9,,
1.8,1.8,1.8,1.8,
1.7,4.2,Sem Foto,,
6.4,14.9,3.1,,
6.6,1.9,1.7,,
12.3,27.1,27.1,13.9,
29.2,12.5,17.0,,
27.3,28.9,28.1,24.9,1.9
23.9,1.5,1.7,,
13.5,2.1,3.7,1.7,
26.9,11.9,28.9,2.8,
Sem Foto,14.0,14.5,11.9,
1.4,1.5,3.7,,
34.1,2.1,3.0,3.0,
28.9,28.1,23.9,1.6,
13.5,13.5,2.8,13.5,6.6
1.4,1.5,10.45,1.9,
6.4,12.9,16.6,1.6,
17.9,3.7,3.5,5.9,
13.5,15.5,15.5,,
3.7,3.5,5.9,,
13.9,3.9,1.7,Sem Foto,
13.5,3.0,3.0,,
1.4,1.5,9.0,1.6,
30.2,29.2,25.9,,
29.2,28.9,28.1,28.9,25.9
6.4,6.4,13.5,15.9,16.5
41.5,,1.9,,
3.7,5.3,1.7,,
3.7,3.5,5.9,,
13.5,15.5,5.3,1.7,
16.6,1.7,Sem Foto,,
3.7,3.5,5.9,,
6.6,29.5,23.5,14.9,25.9
13.5,16.6,3.1,1.9,
6.4,2.5,2.8,2.5,
8.7,8.7,4.5,,
1.8,1.8,1.8,1.8,
12.3,2.5,2.5,2.5,
1.4,1.9,Sem Foto,,
24.9,13.5,24.9,1.8,
30.2,29.2,26.8,8.9,
13.5,13.9,17.8,13.9,
37.6,26.9,23.9,34.1,
15.5,10.3,1.7,Sem Foto,
12.9,3.9,1.9,,
1.6,1.7,3.1,,
11.9,1.6,10.3,2.6,4.5
6.4,9.0,3.1,1.9,
1.8,1.8,1.8,,
9.9,12.3,8.9,14.0,
13.5,27.1,27.1,30.9,
27.1,27.1,2.5,2.5,35.9
14.9,3.9,1.9,5.3,1.5
8.9,8.9,10.9,,
13.5,16.6,1.7,Sem Foto,
13.5,2.7,2.7,13.5,
1.8,1.8,1.8,,
10.7,42.2,39.5,13.5,1.9
1.8,1.8,1.8,1.8,
3.5,27.1,26.9,30.9,
1.9,1.7,4.2,Sem Foto,
1.6,3.1,1.9,,
1.7,4.2,Sem Foto,,
12.9,2.6,4.5,1.9,5.3
28.9,27.7,21.5,,
13.9,13.9,,,
1.5,1.7,3.1,,
34.1,6.3,,10.3,3.1
12.9,3.7,1.8,1.8,
12.9,2.6,4.5,1.9,1.7
13.5,3.7,3.5,,
2.5,2.5,2.5,,
24.9,27.1,27.1,35.9,30.9
39.4,37.6,39.4,34.1,
12.3,24.9,13.5,,
1.8,1.8,1.8,1.8,
2.5,13.5,10.3,,
28.1,14.9,35.9,27.1,
12.5,8.7,8.7,13.5,
15.29,1.9,Sem Foto,,
1.7,Sem Foto,3.1,,
1.8,1.8,1.8,1.8,
8.1,26.9,23.9,26.9,26.9
5.3,1.5,8.2,8.2,13.9
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
2.5,2.5,2.5,,
25.9,25.9,26.4,25.9,21.5
15.29,2.5,6.6,2.5,
1.7,4.2,Sem Foto,,
3.0,,3.0,1.9,
5.3,1.5,8.2,13.9,5.3
1.8,1.8,1.8,,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
25.9,29.5,3.7,,
37.9,28.4,1.6,1.5,1.7
8.7,8.7,8.7,,
11.9,41.5,2.5,12.9,
13.9,17.8,13.9,,
23.9,26.9,26.9,,
29.1,46.5,38.9,,
27.1,27.1,35.9,30.9,
7.4,5.3,1.5,1.7,8.2
13.5,6.6,13.3,11.9,
10.8,32.5,37.6,37.6,
17.8,13.9,1.9,,
32.9,14.0,12.3,,
3.7,3.5,5.9,,
3.7,3.5,5.9,3.9,
26.9,17.0,1.8,,
8.3,15.5,15.5,,
1.8,1.8,1.8,1.8,
5.3,1.5,8.2,8.2,13.9
28.9,28.9,27.7,2.5,35.9
3.7,3.5,5.9,,
11.9,10.3,1.9,,
2.5,2.5,1.9,,
6.6,1.7,4.2,Sem Foto,
41.5,39.4,27.3,39.4,
27.7,26.4,21.5,1.6,
10.9,3.0,13.5,,
5.3,1.5,1.7,8.2,
3.7,3.5,5.9,,
14.5,6.3,11.9,,
12.9,13.5,13.5,18.9,3.9
14.9,18.9,14.0,,
13.5,1.9,5.3,1.5,
17.8,13.9,5.3,1.5,8.2
1.8,2.5,2.5,,
11.9,3.9,10.3,,
1.7,4.2,Sem Foto,,
34.1,37.9,28.4,,
29.1,24.9,2.6,4.5,1.5
30.2,27.1,27.1,,
1.4,1.5,1.8,,
1.7,Sem Foto,3.1,,
13.5,12.5,1.8,1.8,
2.5,2.5,1.7,Sem Foto,
11.9,14.0,1.6,1.5,
9.0,14.9,1.8,1.8,
28.1,27.1,30.9,,
1.7,4.2,Sem Foto,,
13.5,13.5,8.9,,
3.7,3.5,5.9,,
1.6,14.9,15.5,,
2.7,1.6,9.9,,
16.4,15.9,16.5,1.7,
1.8,1.8,1.8,1.8,
1.8,1.8,1.8,1.8,
11.9,1.8,15.5,15.5,
6.4,49.9,16.9,,
42.2,39.5,30.2,29.2,26.8
2.7,2.7,38.9,,
26.9,3.7,3.5,5.9,
38.4,35.9,29.9,,
1.7,Sem Foto,38.9,,
13.5,11.9,26.4,21.5,
18.9,1.6,1.9,,
37.6,14.9,37.6,2.7,2.7
27.1,27.1,14.9,30.9,
41.5,24.9,34.1,,
34.1,39.4,24.9,3.1,
26.9,26.9,8.9,1.8,
12.3,24.9,1.7,4.2,
37.6,34.1,3.1,5.3,1.5
3.7,3.5,5.9,,
28.9,28.1,29.9,,
39.4,24.9,1.6,15.5,
41.5,25.9,13.5,,
36.9,1.7,Sem Foto,,
6.6,6.6,13.5,12.9,
3.7,3.5,1.9,,
26.9,13.5,3.7,14.0,
2.8,8.9,8.9,3.7,
3.9,5.3,1.5,1.7,
30.2,26.8,34.1,,
29.2,14.9,25.9,10.9,8.7
9.9,30.2,6.4,29.2,
37.6,37.6,11.9,1.8,1.8
1.6,1.9,1.5,,
10.7,15.5,1.9,,
13.5,17.8,3.7,2.6,
3.7,15.4,3.5,5.9,
42.2,13.5,3.0,3.0,13.9
29.2,36.9,36.9,25.9,
19.5,13.5,3.7,,
11.9,11.9,7.4,10.3,
17.5,1.8,1.8,1.8,
29.2,13.9,26.8,42.1,24.9
38.4,28.9,28.1,8.9,
1.8,1.8,1.8,1.8,
1.8,1.8,1.8,1.8,1.8
1.7,4.2,Sem Foto,,
11.9,1.6,7.4,,
2.5,2.5,2.5,2.5,
9.9,3.9,5.3,1.5,1.7
24.9,1.6,3.7,,
3.7,3.5,5.9,,
10.7,11.9,13.5,29.1,
24.9,1.8,12.9,16.4,
40.5,38.4,2.8,6.3,
34.1,14.5,11.9,1.7,Sem Foto
17.5,15.5,15.5,4.2,
11.9,14.0,5.7,1.6,
1.8,1.8,1.8,1.8,
1.7,4.2,Sem Foto,,
15.5,1.7,4.2,Sem Foto,
27.1,27.1,30.9,3.1,
38.4,34.1,35.9,,
3.7,3.5,5.9,,
27.9,3.5,25.9,24.9,
13.9,3.9,38.9,,
30.2,28.9,29.2,24.9,28.1
12.5,3.9,1.5,,
13.9,27.9,25.9,3.9,
3.7,3.5,5.9,,
42.2,2.8,24.9,24.9,
1.8,1.8,1.8,1.8,
3.7,15.4,3.5,5.9,
13.9,17.8,2.5,2.5,
1.7,Sem Foto,3.1,,
28.9,27.7,26.4,,
7.4,4.2,5.3,1.5,8.2
5.3,1.5,8.2,8.2,13.9
16.4,1.7,4.2,Sem Foto,
11.9,49.9,24.9,2.1,
13.5,13.5,14.0,3.0,
2.7,2.7,1.9,,
27.1,24.9,14.0,3.1,
14.5,7.4,1.9,,
6.4,9.0,9.9,,
2.8,3.9,5.3,1.5,8.2
3.7,3.5,5.9,,
1.7,Sem Foto,3.1,,
6.4,13.5,24.9,9.0,1.9
15.0,13.9,13.9,14.0,
5.3,1.5,8.2,8.2,13.9
3.7,3.5,5.9,,
28.1,27.1,30.9,35.9,5.3
17.4,6.3,15.5,15.5,
1.8,15.9,1.8,1.8,
24.9,27.9,25.9,24.9,
30.2,29.2,25.9,1.6,
17.8,13.9,3.9,1.7,
13.5,,9.9,,
1.8,1.8,1.8,1.8,
6.4,9.0,15.4,1.9,
15.4,1.7,3.1,1.9,
3.7,3.5,5.9,,
24.9,5.3,1.5,8.2,8.2
4.2,1.7,Sem Foto,,
13.5,13.9,15.0,,
28.9,28.1,1.8,1.8,
12.9,1.6,1.9,,
1.7,4.2,Sem Foto,,
6.4,3.7,3.5,5.9,
28.9,28.1,27.1,,
1.8,1.8,1.8,1.8,
8.7,2.5,2.5,,
39.4,26.9,29.5,17.0,24.9
3.7,3.5,5.9,,
1.6,3.5,5.9,14.0,
3.7,3.5,5.9,,
10.9,2.5,2.5,,
28.1,24.9,27.1,27.1,35.9
26.9,28.9,27.7,21.5,13.5
13.3,11.9,5.7,13.9,
46.6,3.7,3.5,5.9,
14.0,3.7,5.9,,
1.8,1.8,1.8,1.8,1.8
3.7,15.4,3.5,5.9,
3.7,3.5,5.9,,
10.9,15.0,24.9,10.45,12.9
1.8,1.8,1.8,,
14.9,8.7,5.3,,
1.7,4.2,Sem Foto,,
26.9,1.7,Sem Foto,3.1,
35.9,8.7,27.1,8.7,
14.0,11.9,10.3,1.7,
17.4,27.3,24.9,15.5,
2.5,2.5,2.5,,
3.9,9.9,1.7,Sem Foto,
2.5,2.5,2.5,1.6,
1.6,3.1,1.7,,
5.3,1.5,8.2,8.2,13.9
28.9,34.1,28.1,17.9,
3.7,3.5,5.9,,
37.6,13.5,4.2,,
3.0,2.8,3.0,8.9,5.7
39.4,39.4,24.9,23.9,3.7
3.0,3.0,3.1,13.9,
1.8,1.8,1.8,1.8,1.8
25.9,26.9,29.5,1.7,Sem Foto
5.3,1.5,8.2,8.2,5.3
28.1,27.1,27.1,30.9,35.9
3.7,3.5,5.9,,
28.9,14.9,28.1,26.9,3.7
1.7,4.2,Sem Foto,,
13.5,1.6,1.7,Sem Foto,
12.9,1.7,Sem Foto,4.2,
3.7,3.5,5.9,38.9,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
11.9,1.6,1.5,,
28.7,25.9,26.9,,
24.9,24.9,46.5,,
3.7,3.5,5.9,1.7,Sem Foto
39.4,27.3,13.3,41.5,
10.9,3.1,5.3,1.5,
13.5,13.5,11.9,,
6.4,3.1,1.9,,
1.8,1.8,3.7,,
10.3,1.7,4.2,Sem Foto,
28.9,27.7,26.4,,
17.0,24.9,13.5,2.7,
3.7,3.5,5.9,,
27.9,32.9,23.5,2.8,3.0
3.7,3.5,5.9,,
16.5,13.5,,,
28.9,28.1,2.5,27.1,2.5
3.7,5.9,9.9,,
24.9,24.9,5.7,3.7,
1.7,9.9,Sem Foto,,
16.4,3.1,1.7,,
16.5,13.5,3.9,,
10.9,17.0,24.9,15.9,16.5
1.7,4.2,Sem Foto,,
25.9,24.9,34.1,12.9,25.9
3.7,3.5,5.9,,
3.9,1.7,Sem Foto,,
3.7,3.5,5.9,,
6.6,14.5,11.9,,
3.7,3.5,5.9,,
26.8,25.9,13.9,,
11.9,7.4,1.7,4.2,
27.7,21.5,8.7,8.7,1.6
1.8,1.8,1.8,1.8,
13.5,30.2,29.2,13.5,26.8
19.5,49.9,34.1,25.9,1.6
3.7,3.5,5.9,9.9,
12.5,1.8,1.8,1.8,
1.6,1.7,4.2,,
10.45,3.9,1.7,,
15.29,11.9,13.5,,
3.7,3.5,5.9,,
12.5,26.9,16.6,,
2.8,8.3,,4.2,
26.9,27.1,6.3,1.7,
3.7,3.5,5.9,,
39.4,11.9,27.1,13.5,
32.5,13.9,1.7,,
39.4,39.4,24.9,3.7,3.5
13.5,30.2,29.2,26.8,1.9
26.9,1.7,4.2,Sem Foto,
13.5,2.5,2.5,,
26.4,2.5,25.9,21.5,2.5
39.4,27.3,24.9,,
34.1,23.9,4.2,,
28.1,27.1,30.9,3.9,35.9
34.1,2.5,1.4,1.5,37.9
3.7,3.5,5.9,,
11.9,11.9,1.6,11.9,
46.5,1.7,Sem Foto,3.1,
5.3,1.5,8.2,13.9,5.3
6.3,2.5,2.5,,
49.9,6.3,1.6,17.9,
2.8,1.6,3.1,,
3.7,3.5,5.9,,
1.6,1.5,1.9,38.9,
28.1,27.1,27.1,30.9,
9.9,12.3,14.9,2.5,2.5
1.7,4.2,Sem Foto,,
30.2,29.5,29.2,26.4,25.9
14.9,3.7,3.5,5.9,
13.5,13.5,2.7,38.9,
17.0,28.4,13.9,,1.6
28.9,28.1,21.5,27.1,27.1
3.7,3.5,5.9,,
34.1,10.9,37.9,28.4,
23.9,26.9,26.9,,
39.4,27.3,39.4,1.7,Sem Foto
1.7,Sem Foto,3.1,,
7.5,10.9,24.9,1.7,
39.4,38.4,27.3,24.9,13.9
11.9,18.3,1.8,1.8,
13.5,14.9,2.7,1.8,
1.7,4.2,Sem Foto,,
13.9,13.5,1.6,17.9,
14.0,8.3,3.1,14.0,
28.1,26.9,26.9,27.1,35.9
13.5,1.8,1.8,1.8,
1.8,1.8,1.8,,
13.9,17.8,13.9,5.3,1.5
5.7,5.3,1.5,8.2,8.2
13.5,3.5,3.1,1.6,
12.5,35.9,29.9,1.7,
7.4,14.0,9.9,,
13.5,24.9,12.9,13.9,
3.7,3.5,5.9,,
28.9,28.1,12.5,,27.1
3.7,3.5,5.9,,
13.9,13.9,1.7,,
11.3,11.9,12.5,7.4,
39.4,27.3,24.9,,
29.5,26.4,15.5,15.5,
1.6,3.9,1.5,,
2.5,2.5,1.6,1.5,1.9
6.6,3.9,1.9,5.3,
1.7,Sem Foto,3.1,,
1.7,4.2,Sem Foto,,
26.8,25.9,1.9,,
27.3,24.9,1.8,1.8,1.8
8.9,8.9,3.7,,
28.9,28.1,27.1,,
10.9,12.9,3.1,3.1,1.9
1.7,4.2,Sem Foto,,
27.3,34.1,24.9,,
28.9,27.7,26.4,,
1.7,4.2,Sem Foto,,
27.1,27.1,30.9,,
39.4,27.3,39.4,,
3.0,3.0,2.7,2.7,
24.9,24.9,1.8,1.8,1.9
6.6,20.8,17.8,13.9,
1.8,1.8,1.8,1.8,
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
40.5,38.4,10.9,8.7,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
11.9,42.1,24.9,13.9,17.8
2.5,2.1,2.5,,
12.3,1.7,4.2,Sem Foto,
13.5,26.9,4.2,,
17.4,15.5,15.5,15.9,16.5
3.7,3.5,5.9,1.9,
1.6,3.5,5.9,,
13.5,1.7,4.2,Sem Foto,
1.8,1.8,1.8,1.8,
26.9,1.7,Sem Foto,3.1,
2.5,2.5,2.5,,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
17.9,1.8,1.8,1.8,
10.45,1.8,1.8,1.8,1.8
2.5,2.5,2.5,,
2.6,4.5,8.2,8.2,
28.9,46.6,30.2,29.2,28.1
1.7,4.2,Sem Foto,,
23.9,2.5,2.5,,
8.9,13.9,8.9,16.4,13.5
30.2,13.9,29.2,,
26.9,23.9,2.5,2.5,
28.9,28.1,27.1,,
34.1,27.1,12.9,35.9,
42.2,39.5,27.1,,
13.3,11.9,28.7,25.9,26.9
6.6,14.5,11.9,,
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
5.3,1.5,13.9,5.3,5.3
13.5,1.9,9.9,,
1.7,4.2,Sem Foto,,
2.1,11.9,11.9,,
14.5,6.6,18.3,,
28.1,27.1,30.9,35.9,
39.4,27.3,39.4,1.7,
8.7,8.7,3.0,3.0,
17.4,15.5,15.5,,
46.5,1.7,4.2,,
42.2,27.3,39.5,42.1,24.9
8.9,8.9,27.1,27.1,35.9
1.8,3.9,1.8,1.8,
36.9,29.1,38.9,,
10.9,10.9,24.9,,
24.9,27.1,2.7,27.1,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
5.7,1.6,1.7,Sem Foto,
13.5,46.6,2.6,4.5,
12.5,,1.9,,
10.9,13.5,2.7,2.7,
25.9,1.8,1.8,1.8,1.8
3.9,1.7,Sem Foto,,
6.4,11.9,10.45,3.7,
1.8,1.8,1.8,,
2.7,2.7,1.7,4.2,
6.6,15.0,24.9,2.7,
10.7,27.1,27.1,35.9,30.9
13.5,8.9,11.9,,
39.4,38.4,27.3,35.9,24.9
13.3,12.5,3.0,12.5,
30.2,29.2,26.8,,
2.7,1.8,2.7,1.8,
13.5,6.6,13.5,,
2.1,27.1,27.1,1.6,35.9
1.8,1.8,1.8,1.8,
10.9,6.3,1.9,,
1.7,Sem Foto,3.1,,
15.29,11.9,10.9,,
3.7,3.5,5.9,,
12.5,3.0,3.0,2.5,3.0
13.5,3.7,5.9,1.9,
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
39.4,27.3,39.4,,
1.8,1.8,2.5,2.5,
28.1,28.9,27.7,27.1,21.5
3.7,3.5,5.9,,
1.7,Sem Foto,3.1,,
3.0,3.0,3.0,,
2.5,2.5,3.7,,
13.5,39.4,39.4,26.9,
3.7,3.5,5.9,,
28.9,26.4,21.5,,
13.5,3.7,3.5,5.9,
17.9,1.7,Sem Foto,38.9,
16.4,1.6,3.1,,
1.7,4.2,Sem Foto,,
18.9,17.9,17.9,,
13.5,14.0,14.9,24.9,1.9
16.4,2.5,2.5,7.4,1.9
28.9,3.0,3.0,27.1,27.1
11.9,12.3,7.4,1.7,
34.1,27.1,27.1,35.9,30.9
23.9,12.3,3.9,1.9,
1.7,Sem Foto,3.1,,
1.4,2.5,2.5,1.6,1.8
1.7,4.2,Sem Foto,,
13.5,1.6,3.9,,
26.9,29.1,2.5,2.5,2.5
34.1,1.6,1.9,,
5.3,1.5,9.9,8.2,
3.1,2.7,16.9,,
Sem Foto,10.9,15.9,16.5,
25.9,29.5,3.9,,
30.2,29.2,26.8,27.1,27.1
34.1,37.9,28.4,2.7,2.7
12.5,11.9,11.9,12.9,
3.9,1.5,1.7,8.2,
3.7,3.1,1.7,,
28.1,20.8,27.1,27.1,30.9
3.7,3.5,5.9,,
14.5,13.5,2.5,2.5,
8.7,14.5,11.9,,
12.5,13.5,14.0,,
27.1,5.7,35.9,1.9,
1.7,4.2,Sem Foto,,
28.1,28.7,25.9,26.9,12.9
27.7,46.6,19.5,24.9,26.4
11.0,16.4,36.9,,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
28.9,28.1,27.1,,
11.9,13.9,15.0,17.8,13.9
49.9,3.0,3.0,,
13.5,13.5,13.9,2.6,4.5
16.5,8.9,13.9,38.9,
24.9,13.5,17.9,,
3.0,3.0,3.0,15.9,
14.5,5.7,7.4,,
24.9,2.5,2.5,2.5,2.5
8.7,,9.9,,
2.7,2.7,12.3,,
34.3,8.7,6.6,,
13.9,1.8,1.8,1.8,1.8
27.9,13.9,24.9,,
3.0,3.0,13.5,3.0,
1.7,4.2,Sem Foto,,
13.5,5.3,1.7,,
12.5,2.7,2.7,,
3.0,3.0,3.0,,
3.7,1.7,4.2,Sem Foto,
8.7,15.0,8.7,9.0,
3.7,3.5,5.9,,
27.1,13.9,2.5,2.5,
28.7,25.9,26.9,14.9,
2.5,2.5,3.7,,
3.0,3.0,1.7,,
13.9,4.2,1.7,Sem Foto,
2.5,2.5,2.5,,
13.9,3.5,2.5,2.5,2.5
1.7,4.2,Sem Foto,,
8.7,13.9,3.9,,
1.8,1.8,3.7,1.8,
13.5,2.1,13.5,,
3.0,3.0,3.0,,
17.0,15.4,38.9,,
42.2,26.8,39.5,25.9,
18.9,15.9,16.5,1.7,
11.9,6.6,10.45,7.4,
39.4,27.3,24.9,9.9,
3.7,3.5,5.9,,
13.9,13.5,16.6,17.8,13.9
6.4,28.1,27.1,27.1,30.9
13.9,2.7,2.7,,
13.3,5.3,8.2,,
1.7,4.2,Sem Foto,,
8.7,11.9,24.9,2.7,
1.5,1.7,8.2,8.2,13.9
15.29,8.7,8.7,,
1.8,1.8,1.8,,
2.5,1.8,2.5,1.8,1.8
13.5,16.4,38.9,,
13.5,13.5,2.5,2.5,2.5
14.5,2.7,2.7,1.7,
20.8,14.5,23.9,,
11.9,7.4,1.8,1.8,10.3
28.1,27.1,27.1,30.9,
14.0,8.9,1.8,1.8,
11.9,11.9,10.45,2.7,2.5
28.9,28.1,3.7,3.5,5.9
19.5,15.29,14.5,11.9,
17.4,12.3,2.8,46.5,15.5
2.8,6.6,1.7,Sem Foto,
1.8,1.8,1.8,1.8,1.8
3.7,3.5,5.9,9.9,
2.5,2.5,2.5,,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
14.5,8.7,8.7,,
1.7,Sem Foto,3.1,,
3.7,3.5,5.9,,
42.2,19.5,28.7,25.9,42.2
36.9,36.9,34.1,6.6,46.5
1.8,1.8,1.8,1.8,
36.9,36.9,30.2,29.2,26.8
1.8,1.8,1.8,1.9,
1.7,Sem Foto,3.1,,
1.8,1.8,1.8,,
42.1,25.9,24.9,3.7,
13.5,1.7,Sem Foto,,
1.7,4.2,Sem Foto,,
13.5,1.8,1.8,1.8,
6.6,2.8,14.9,,
1.8,1.8,1.8,1.6,1.8
3.0,3.0,3.0,12.9,
39.4,39.4,24.9,,
29.2,34.1,25.9,28.4,
8.9,13.9,17.8,,
16.6,1.8,1.8,1.8,
13.5,27.9,25.9,,
1.7,Sem Foto,3.1,,
7.4,1.7,Sem Foto,,
10.8,12.3,17.0,2.5,2.5
5.3,1.5,3.1,1.9,8.2
14.0,10.45,14.9,1.7,
6.3,3.7,3.5,5.9,
13.5,13.5,17.9,4.5,
1.7,4.2,Sem Foto,,
1.7,Sem Foto,3.1,,
1.7,4.2,Sem Foto,,
1.7,9.9,4.2,,
5.3,1.5,8.2,8.2,
1.7,4.2,Sem Foto,,
1.8,1.8,1.8,1.8,1.8
3.7,3.5,5.9,,
9.9,38.9,1.7,,
1.7,4.2,Sem Foto,,
18.3,16.6,,,
10.9,1.8,1.8,1.8,
14.5,12.3,12.9,,
28.9,27.7,26.4,24.9,1.6
24.9,49.9,3.7,1.7,
10.9,13.9,38.9,1.7,
1.7,4.2,Sem Foto,,
3.0,3.0,3.0,1.6,
1.6,3.9,9.9,,
9.9,1.7,Sem Foto,,
2.7,8.3,2.7,,
15.4,1.7,Sem Foto,,
3.0,3.0,3.0,,
5.3,1.5,8.2,8.2,13.9
17.9,1.8,1.8,1.8,
30.2,29.2,26.8,4.2,9.9
2.7,2.7,4.2,1.9,
15.4,3.9,3.1,,
3.7,3.5,5.9,,
14.0,11.9,24.9,13.5,10.3
2.5,2.5,1.8,,
2.7,3.1,1.7,1.9,
2.7,2.7,1.7,,
1.6,1.8,1.8,1.8,
2.5,3.0,13.9,3.0,1.6
10.45,1.7,Sem Foto,,
2.5,13.5,2.5,5.3,1.5
16.6,4.5,16.9,,
42.1,41.5,11.9,,
3.7,3.5,5.9,,
27.9,25.9,1.6,3.7,3.5
1.8,1.8,1.8,1.8,17.9
1.7,4.2,Sem Foto,,
8.7,34.1,17.0,13.5,
1.7,4.2,Sem Foto,,
27.7,26.8,21.5,,
11.9,13.5,13.5,,
28.1,27.1,2.5,2.5,30.9
5.7,1.6,1.5,,
5.3,1.5,8.2,8.2,
13.5,17.9,1.9,,
16.6,1.8,1.8,1.8,
1.9,1.7,4.2,,
23.9,3.0,3.0,3.0,2.5
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
28.9,27.7,26.4,,
13.9,17.8,13.9,,
27.7,11.9,37.6,14.0,37.6
27.1,8.3,35.9,30.9,1.7
28.9,12.3,28.1,,
11.9,11.9,2.5,1.8,
14.5,2.8,1.7,Sem Foto,
46.5,1.7,Sem Foto,38.9,
38.4,35.9,17.8,29.9,13.9
1.7,4.2,Sem Foto,,
32.5,2.7,2.5,1.8,
27.7,26.4,34.1,21.5,
37.6,37.6,2.5,2.5,
1.7,4.2,Sem Foto,,
13.5,13.5,13.5,2.6,
42.1,1.8,2.7,1.8,
12.5,1.7,Sem Foto,38.9,
8.7,12.9,14.0,,
13.5,6.3,3.9,,
30.2,29.2,13.5,26.8,24.9
29.2,37.6,25.9,1.6,
28.9,13.5,28.1,,
27.1,35.9,30.9,2.6,4.5
3.7,3.5,5.9,,
2.6,4.5,1.9,,
2.5,2.5,2.7,7.4,
4.5,5.3,1.5,1.7,
1.8,1.8,1.8,1.8,
1.5,8.2,8.2,13.9,5.3
2.5,2.5,5.7,2.5,2.7
25.9,28.9,27.7,25.9,26.4
23.9,15.5,3.9,,
1.7,Sem Foto,3.1,,
30.2,29.2,25.9,,
13.3,15.4,15.9,16.5,1.7
24.9,28.9,27.7,27.9,25.9
1.7,Sem Foto,4.2,,
39.4,42.2,39.4,1.6,42.2
11.9,13.5,7.4,1.7,
1.5,8.2,13.9,5.3,
49.9,5.3,1.5,8.2,8.2
11.0,2.5,2.5,4.2,1.9
1.9,1.7,4.2,,
1.8,1.8,1.8,1.8,
2.7,2.7,9.9,,
5.7,3.9,9.9,,
1.7,4.2,Sem Foto,,
28.9,26.9,28.1,26.9,27.1
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
3.9,5.3,1.5,8.2,8.2
46.5,2.7,2.7,7.4,1.9
8.7,8.7,12.9,,
3.0,3.0,3.0,,
3.7,3.5,5.9,,
2.5,10.45,2.5,1.6,
1.6,1.5,38.9,,
5.7,1.7,Sem Foto,3.1,
8.7,3.7,13.5,1.7,
28.1,28.7,25.9,26.9,27.1
1.5,1.7,4.2,,
24.9,2.5,2.5,,
13.5,13.9,3.7,17.8,13.9
41.5,13.5,15.4,,
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
28.9,27.7,26.4,,
30.2,29.2,26.8,,
16.5,Sem Foto,12.9,13.9,
1.8,15.9,1.8,1.8,16.5
2.5,2.5,12.9,,
13.9,24.9,17.8,,
